iata,Year,Month,average_delay,volumne,airport,city,state,lat,long
DTW,1996,6,14.14285714,7,Detroit Metropolitan-Wayne County,Detroit,MI,42.21205889,-83.34883583
ELP,1996,6,-1,2,El Paso International,El Paso,TX,31.80666667,-106.3778056
EUG,1996,6,0,1,Mahlon Sweet ,Eugene,OR,44.12326,-123.2186856
EWR,1996,6,-0.7,10,Newark Intl,Newark,NJ,40.69249722,-74.16866056
FAT,1996,6,10,1,Fresno Yosemite International,Fresno,CA,36.77619444,-119.7181389
FLL,1996,6,-0.5,2,Fort Lauderdale-Hollywood Int'l,Ft. Lauderdale,FL,26.07258333,-80.15275
FSD,1996,6,-1,1,Joe Foss ,Sioux Falls,SD,43.58135111,-96.74170028
GSO,1996,6,6.8,5,Piedmont Triad International,Greensboro,NC,36.09774694,-79.9372975
GSP,1996,6,10,1,Greenville-Spartanburg,Greer,SC,34.89566722,-82.21885833
HOU,1996,6,5,3,William P Hobby,Houston,TX,29.64541861,-95.27888889
HRL,1996,6,-3,2,Valley International,Harlingen,TX,26.22850611,-97.65439389
HSV,1996,6,-1.5,2,Huntsville International ,Huntsville,AL,34.6404475,-86.77310944
IAD,1996,6,1.25,4,Washington Dulles International,Chantilly,VA,38.94453194,-77.45580972
IAH,1996,6,12.25,8,George Bush Intercontinental,Houston,TX,29.98047222,-95.33972222
ICT,1996,6,-6,1,Wichita Mid-Continent,Wichita,KS,37.64995889,-97.43304583
IDA,1996,6,4,1,Idaho Falls Regional,Idaho Falls,ID,43.51455556,-112.0701667
IND,1996,6,8.666666667,3,Indianapolis International,Indianapolis,IN,39.71732917,-86.29438417
JAC,1996,6,45,1,Jackson Hole,Jackson,WY,43.60732417,-110.7377389
JAX,1996,6,-1,2,Jacksonville International,Jacksonville,FL,30.49405556,-81.68786111
JFK,1996,6,5,2,John F Kennedy Intl,New York,NY,40.63975111,-73.77892556
LAS,1996,6,3,4,McCarran International,Las Vegas,NV,36.08036111,-115.1523333
LAX,1996,6,-2,10,Los Angeles International,Los Angeles,CA,33.94253611,-118.4080744
LBB,1996,6,0,1,Lubbock International,Lubbock,TX,33.66363889,-101.8227778
LGA,1996,6,6.8,10,LaGuardia,New York,NY,40.77724306,-73.87260917
LGB,1996,6,-1,1,Long Beach (Daugherty ),Long Beach,CA,33.81772222,-118.1516111
LIT,1996,6,6,1,Adams ,Little Rock,AR,34.72939611,-92.22424556
LNK,1996,6,0,1,Lincoln Municipal,Lincoln,NE,40.85097222,-96.75925
MAF,1996,6,-5.5,2,Midland International,Midland,TX,31.94252778,-102.2019139
MCI,1996,6,1.428571429,7,Kansas City International,Kansas City,MO,39.29760528,-94.71390556
MCO,1996,6,4.25,8,Orlando International,Orlando,FL,28.42888889,-81.31602778
MDW,1996,6,42,1,Chicago Midway,Chicago,IL,41.7859825,-87.75242444
MEM,1996,6,-4,8,Memphis International,Memphis,TN,35.04241667,-89.97666667
MIA,1996,6,42.25,4,Miami International,Miami,FL,25.79325,-80.29055556
MKE,1996,6,-2.75,4,General Mitchell International,Milwaukee,WI,42.94722222,-87.89658333
MOB,1996,6,-2,1,Mobile Regional,Mobile,AL,30.69141667,-88.24283333
MSN,1996,6,0,1,Dane County Regional,Madison,WI,43.13985778,-89.33751361
MSP,1996,6,9.625,8,Minneapolis-St Paul Intl,Minneapolis,MN,44.88054694,-93.2169225
MSY,1996,6,7.5,8,New Orleans International ,New Orleans,LA,29.99338889,-90.25802778
MYR,1996,6,7,1,Myrtle Beach International,Myrtle Beach,SC,33.67975,-78.92833333
OAK,1996,6,-3.5,2,Metropolitan Oakland International,Oakland,CA,37.72129083,-122.2207167
OKC,1996,6,-3.5,2,Will Rogers World,Oklahoma City,OK,35.39308833,-97.60073389
OMA,1996,6,-7,3,Eppley Airfield,Omaha,NE,41.30251861,-95.89417306
ONT,1996,6,0,1,Ontario International,Ontario,CA,34.056,-117.6011944
ORD,1996,6,4,31,Chicago O'Hare International,Chicago,IL,41.979595,-87.90446417
ORF,1996,6,4.5,2,Norfolk International,Norfolk,VA,36.89461111,-76.20122222
PBI,1996,6,-2,1,Palm Beach International,West Palm Beach,FL,26.68316194,-80.09559417
PDX,1996,6,-0.857142857,7,Portland Intl,Portland,OR,45.58872222,-122.5975
PHL,1996,6,33.71428571,7,Philadelphia Intl,Philadelphia,PA,39.87195278,-75.24114083
PHX,1996,6,-2.909090909,11,Phoenix Sky Harbor International,Phoenix,AZ,33.43416667,-112.0080556
PIT,1996,6,10.875,16,Pittsburgh International,Pittsburgh,PA,40.49146583,-80.23287083
PNS,1996,6,-3.5,2,Pensacola Regional,Pensacola,FL,30.47330556,-87.18744444
PVD,1996,6,10,1,Theodore F Green State,Providence,RI,41.72399917,-71.42822111
RDU,1996,6,1.555555556,9,Raleigh-Durham International,Raleigh,NC,35.87763889,-78.78747222
RIC,1996,6,1,1,Richmond International,Richmond,VA,37.50516667,-77.31966667
RNO,1996,6,0.5,2,Reno/Tahoe International,Reno,NV,39.49857611,-119.7680647
ROC,1996,6,4,2,Greater Rochester Int'l,Rochester,NY,43.11886611,-77.67238389
RSW,1996,6,-6.8,5,Southwest Florida International,Ft. Myers,FL,26.53616667,-81.75516667
SAN,1996,6,2.888888889,9,San Diego International-Lindbergh ,San Diego,CA,32.73355611,-117.1896567
SAT,1996,6,-1.5,4,San Antonio International,San Antonio,TX,29.53369444,-98.46977778
SBN,1996,6,-1.5,2,South Bend Regional,South Bend,IN,41.70895361,-86.31847417
SDF,1996,6,13,1,Louisville International-Standiford ,Louisville,KY,38.17438889,-85.736
SEA,1996,6,1.9,10,Seattle-Tacoma Intl,Seattle,WA,47.44898194,-122.3093131
SFO,1996,6,4.611111111,18,San Francisco International,San Francisco,CA,37.61900194,-122.3748433
SJC,1996,6,1.25,4,San Jose International,San Jose,CA,37.36186194,-121.9290089
SLC,1996,6,-4.5,4,Salt Lake City Intl,Salt Lake City,UT,40.78838778,-111.9777731
SMF,1996,6,-6.25,4,Sacramento International,Sacramento,CA,38.69542167,-121.5907669
SNA,1996,6,-9,2,John Wayne /Orange Co,Santa Ana,CA,33.67565861,-117.8682225
STL,1996,6,1.875,8,Lambert-St Louis International,St Louis,MO,38.74768694,-90.35998972
SYR,1996,6,-5.2,5,Syracuse-Hancock Intl,Syracuse,NY,43.11118694,-76.10631056
TPA,1996,6,1.75,4,Tampa International ,Tampa,FL,27.97547222,-82.53325
TUL,1996,6,-1,3,Tulsa International,Tulsa,OK,36.19837222,-95.88824167
TUS,1996,6,-13,1,Tucson International,Tucson,AZ,32.11608333,-110.9410278
ABE,1997,6,-3,2,Lehigh Valley International,Allentown,PA,40.65236278,-75.44040167
ABQ,1997,6,-0.6,5,Albuquerque International,Albuquerque,NM,35.04022222,-106.6091944
AGS,1997,6,11,1,Bush ,Augusta,GA,33.369955,-81.96449611
ATL,1997,6,7,14,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
AUS,1997,6,107.5,2,Austin-Bergstrom International,Austin,TX,30.19453278,-97.66987194
AVP,1997,6,-15,1,Wilkes-Barre/Scranton Intl,Wilkes-Barre/Scranton,PA,41.33814944,-75.7242675
BDL,1997,6,16,1,Bradley International,Windsor Locks,CT,41.93887417,-72.68322833
BNA,1997,6,-8,2,Nashville International,Nashville,TN,36.12447667,-86.67818222
BOS,1997,6,18.28571429,7,Gen Edw L Logan Intl,Boston,MA,42.3643475,-71.00517917
BTR,1997,6,-5,1,"Baton Rouge Metropolitan, Ryan ",Baton Rouge,LA,30.53316083,-91.14963444
BTV,1997,6,0,1,Burlington International,Burlington,VT,44.47300361,-73.1503125
BUF,1997,6,-5.5,2,Buffalo Niagara Intl,Buffalo,NY,42.94052472,-78.73216667
BUR,1997,6,6.666666667,3,Burbank-Glendale-Pasadena,Burbank,CA,34.20061917,-118.3584969
BWI,1997,6,10.75,8,Baltimore-Washington International,Baltimore,MD,39.17540167,-76.66819833
CLE,1997,6,32,3,Cleveland-Hopkins Intl,Cleveland,OH,41.41089417,-81.84939667
CLT,1997,6,3.555555556,9,Charlotte/Douglas International,Charlotte,NC,35.21401111,-80.94312583
CMH,1997,6,28,1,Port Columbus Intl,Columbus,OH,39.99798528,-82.89188278
COS,1997,6,8,1,City of Colorado Springs Muni,Colorado Springs,CO,38.80580556,-104.70025
CVG,1997,6,21.5,2,Cincinnati Northern Kentucky Intl,Covington,KY,39.04614278,-84.6621725
DAL,1997,6,1,2,Dallas Love ,Dallas,TX,32.84711389,-96.85177222
DAY,1997,6,17,1,James M Cox Dayton Intl,Dayton,OH,39.90237583,-84.219375
DCA,1997,6,17,5,Ronald Reagan Washington National,Arlington,VA,38.85208333,-77.03772222
DEN,1997,6,5.352941176,17,Denver Intl,Denver,CO,39.85840806,-104.6670019
DFW,1997,6,20.64705882,17,Dallas-Fort Worth International,Dallas-Fort Worth,TX,32.89595056,-97.0372
DSM,1997,6,-6,2,Des Moines International,Des Moines,IA,41.53493306,-93.66068222
